# File generated by CMD 3.8 (http://stev.oapd.inaf.it/cmd) on Thu Sep 25 11:32:43 UTC 2025
# isochrones based on PARSEC release v1.2S +  COLIBRI S_37 + S_35 + PR16
# Basic references: Bressan et al. (2012), MNRAS, 427, 127 + Chen et al. (2014, 2015), MNRAS, 444, 2525 + MNRAS, 452, 1068 + Tang et al. (2014), MNRAS, 445, 4287 + Marigo et al. (2017), ApJ, 835, 77 + Pastorelli al. (2019), MNRAS, 485, 5666 + Pastorelli al. (2020), MNRAS, in press
# Thermal pulse cycles included 
# On RGB, assumed Reimers mass loss with efficiency eta=0.2
# LPV periods and growth rates added cf. Trabucchi et al. (2019)
# but fundamental-mode LPV periods + transition are from Trabucchi et al. (2021)
# Photometric system: <i>UBVRIJHK</i> (cf. Maiz-Apellaniz 2006 + Bessell 1990)
# Using YBC version of bolometric corrections as in Chen et al. (2019)
# O-rich circumstellar dpmod60alox40 dust from Groenewegen (2006)
# C-rich circumstellar AMCSIC15 dust from Groenewegen (2006)
# IMF: Kroupa (2001, 2002) + Kroupa et al. (2013) canonical two-part-power law IMF corrected for unresolved binaries 
# Kind of output: isochrone tables
# Zini     MH   logAge Mini        int_IMF         Mass   logL    logTe  logg  label   McoreTP C_O  period0  period1  period2  period3  period4  pmode  Mloss  tau1m   X   Y   Xc  Xn  Xo  Cexcess  Z 	 mbolmag  Umag    Bmag    Vmag    Rmag    Imag    Jmag    Hmag    Kmag
0.019 0.11850 8.90000 1.4452993870 2.5341813758    1.445  0.663  3.8392  4.244    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.32e-13      0.00 7.123e-01 2.694e-01 3.252e-03 8.889e-04 8.079e-03 -1.000 1.833e-02 3.113 3.440 3.462 3.082 2.843 2.639 2.401 2.222 2.204
0.019 0.11850 8.90000 1.4625147581 2.5357051868    1.463  0.688  3.8424  4.237    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1  -1.3e-13      0.00 7.124e-01 2.693e-01 3.251e-03 8.886e-04 8.077e-03 -1.000 1.834e-02 3.051 3.368 3.388 3.018 2.786 2.587 2.357 2.183 2.166
0.019 0.11850 8.90000 1.4949636459 2.5384679587    1.495  0.734  3.8482  4.224    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.26e-13      0.00 7.125e-01 2.691e-01 3.250e-03 8.882e-04 8.073e-03 -1.000 1.836e-02 2.936 3.235 3.251 2.900 2.679 2.491 2.273 2.111 2.094
0.019 0.11850 8.90000 1.5347446203 2.5416723608    1.535  0.789  3.8560  4.211    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.14e-13      0.00 7.128e-01 2.689e-01 3.248e-03 8.876e-04 8.068e-03 -1.000 1.831e-02 2.798 3.077 3.086 2.758 2.553 2.378 2.178 2.030 2.014
0.019 0.11850 8.90000 1.5446279049 2.5424390909    1.544  0.802  3.8578  4.208    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.12e-13      0.00 7.128e-01 2.689e-01 3.247e-03 8.876e-04 8.067e-03 -1.000 1.831e-02 2.764 3.038 3.046 2.723 2.522 2.350 2.154 2.010 1.994
0.019 0.11850 8.90000 1.5787084103 2.5449985432    1.578  0.847  3.8643  4.198    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -9.46e-14      0.00 7.130e-01 2.687e-01 3.246e-03 8.872e-04 8.064e-03 -1.000 1.835e-02 2.651 2.912 2.911 2.608 2.420 2.260 2.077 1.945 1.930
0.019 0.11850 8.90000 1.5942920446 2.5461270377    1.594  0.868  3.8671  4.193    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.78e-14      0.00 7.130e-01 2.686e-01 3.245e-03 8.871e-04 8.063e-03 -1.000 1.835e-02 2.601 2.856 2.852 2.556 2.374 2.219 2.042 1.915 1.900
0.019 0.11850 8.90000 1.6439561844 2.5495599093    1.643  0.931  3.8755  4.177    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -5.28e-14      0.00 7.132e-01 2.685e-01 3.244e-03 8.867e-04 8.060e-03 -1.000 1.832e-02 2.443 2.684 2.668 2.396 2.231 2.092 1.933 1.821 1.807
0.019 0.11850 8.90000 1.6596846581 2.5505979497    1.659  0.950  3.8780  4.172    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -1.71e-14      0.00 7.132e-01 2.685e-01 3.244e-03 8.867e-04 8.059e-03 -1.000 1.831e-02 2.394 2.631 2.612 2.346 2.187 2.052 1.898 1.791 1.777
0.019 0.11850 8.90000 1.6687884331 2.5511885053    1.668  0.961  3.8794  4.168    1  0.000  0.537     0.00     0.00     0.00     0.00     0.00 -1 -8.91e-15      0.00 7.132e-01 2.685e-01 3.244e-03 8.867e-04 8.059e-03 -1.000 1.831e-02 2.366 2.601 2.579 2.318 2.161 2.029 1.878 1.773 1.759
